id,label,page_type,facebook_id
3289,Niemiecki Konsulat Generalny w Krakowie,government,156000000000    
3290,Laura Ferrara,politician,710000000000000    
3291,我們的島,tvshow,126000000000    
3292,Puberty Blues,tvshow,468000000000000    
3293,Coca-Cola Brasil,company,994000000000000    
3294,Mulino Bianco,company,16995627251    
3295,Rwanda Ministry of Foreign Affairs and Cooperation,government,349000000000000    
3296,Transavia,company,1620000000000000    
3297,LakelandPD,government,65748775158    
3298,Eluned Parrott,politician,258000000000000    
3299,Just Kidding,tvshow,109000000000000    
3300,Michael McLeod,politician,1600000000000000    
3301,Oberbürgermeister Peter Feldmann,politician,406000000000000    
3302,Finnair,company,291000000000    
3303,Crocs,company,416000000000000    
3304,Carrossel,tvshow,285000000000000    
3305,Moreira Mendes,politician,488000000000000    
3306,Embassy of Belgium in Pretoria,government,545000000000000    
3307,Raul Henry,politician,228000000000000    
3308,Tuenti Perú,company,220000000000000    
3309,公視人生劇展／學生劇展,tvshow,191000000000000    
3310,Klaus Markussen,politician,171000000000000    
3311,Embassy of Belgium in Amman,government,335000000000000    
3312,KLM Romania,company,247000000000    
3313,Patrick Testin,politician,197000000000000    
3314,蘇治芬,politician,588000000000000    
3315,Lamudi,company,536000000000000    
3316,Susan Close MP,politician,237000000000000    
3317,"Bauer Hockey, Inc.",company,47297078796    
3318,Victory Motorcycles,company,183000000000000    
3319,Odair Cunha,politician,202000000000000    
3320,HOOQ,company,898000000000000    
3321,Dimple Yadav,politician,782000000000000    
3322,Shahnawaz Hussain - शाहनवाज हुसैन,politician,256000000000000    
3323,Présidence d'Haïti,government,1090000000000000    
3324,Bosch Singapore,company,290000000000000    
3325,Hakle Schweiz/Oesterreich,company,465000000000000    
3326,Alcaldía Local de La Candelaria,government,611000000000000    
3327,هيئة الاستثمار - Investment Commission,government,1630000000000000    
3328,"U.S. Army Corps of Engineers, Rock Island District",government,129000000000000    
3329,Oberto Beef Jerky,company,228000000000    
3330,Dan Patrick,politician,115000000000    
3331,Ich schänke dir es Lied,tvshow,230000000000000    
3332,C4 Utopia,tvshow,384000000000000    
3333,L'Oréal Talent,company,208000000000    
3334,Oregon National Guard - Oregon Military Department,government,63030240817    
3335,Rote Rosen,tvshow,177000000000    
3336,ASICS,company,127000000000000    
3337,Ambassade du Canada en Équateur,government,244000000000000    
3338,Tod's,company,292000000000000    
3339,Sophie Wilmès,politician,495000000000000    
3340,Bridgestone,company,111000000000000    
3341,Grand Junction City Information,government,168000000000000    
3342,NYC zerowaste,government,152000000000000    
3343,Christian Dahm,politician,231000000000000    
3344,Ivan Jakovčić,politician,470000000000000    
3345,hummel,company,109000000000000    
3346,גאליס,tvshow,323000000000000    
3347,Arolde de Oliveira,politician,119000000000000    
3348,Carnivale,tvshow,7193962070    
3349,Estonian Embassy in Helsinki,government,190000000000    
3350,Little Angels,tvshow,262000000000000    
3351,Enrico Zanetti,politician,334000000000000    
3352,Chuka Umunna,politician,22625199708    
3353,Consejo Nacional de la Infancia,government,266000000000000    
3354,Gustazos,company,132000000000000    
3355,Transport Malta,government,718000000000000    
3356,Hedi Thelen,politician,301000000000000    
3357,"Michel SAVIN, Sénateur de l'Isère",politician,278000000000000    
3358,Africa's Next Top Model,tvshow,340000000000000    
3359,Christian Baldauf,politician,301000000000000    
3360,The Gaucho Grill Kuwait,company,564000000000000    
3361,Dr. Boris Weirauch MdL,politician,1480000000000000    
3362,Peace Corps Myanmar,government,638000000000000    
3363,"Carsten Träger, ehem. Mitglied des Bundestags SPD",politician,568000000000000    
3364,Ralf Kapschack,politician,135000000000000    
3365,Movistar Perú,company,337000000000    
3366,Trane,company,158000000000000    
3367,涂謹申 James To,politician,251000000000000    
3368,Triscuit,company,163000000000000    
3369,立委 陳怡潔 Chen Yi-Chieh,politician,538000000000000    
3370,Office of the Army Chief Information Officer/G-6,government,109000000000000    
3371,Belgian Office Taipei 比利時台北辦事處,government,192000000000000    
3372,Workpoint ห้องข่าวบันเทิง,tvshow,1580000000000000    
3373,KGW's Live at 7,tvshow,99834734244    
3374,House Armed Services Committee Democrats,government,136000000000    
3375,Abhay Singh Chautala,politician,247000000000000    
3376,Consulate General of Belgium in Saint-Petersburg,government,161000000000000    
3377,Modell's Sporting Goods,company,187000000000    
3378,Yves Delorme,company,160000000000000    
3379,Jean-Luc Mélenchon,politician,11450328749    
3380,La Riera,tvshow,210000000000    
3381,Teo Nie Ching (张念群),politician,158000000000000    
3382,Pahranagat National Wildlife Refuge,government,363000000000000    
3383,Pizza 73,company,45317695161    
3384,Salus Uruguay,company,201000000000000    
3385,Heidi Victoria MP,politician,130000000000000    
3386,University of Kansas Army ROTC,government,117000000000000    
3387,T4F Argentina,company,499000000000000    
3388,Telenor Pakistan,company,113000000000    
3389,消防署,government,335000000000000    
3390,31st Marine Expeditionary Unit,government,115000000000000    
3391,"Glenn van Dijken, MLA",politician,624000000000000    
3392,Being Erica,tvshow,48881477331    
3393,Embassy of Denmark in Poland,government,508000000000000    
3394,Royal Australian Mint,government,249000000000000    
3395,Stefan Zierke,politician,235000000000000    
3396,Eggo,company,162000000000000    
3397,Norbert Obrycki - Poseł na Sejm RP,politician,143000000000000    
3398,Steven Joyce,politician,330000000000000    
3399,Curiously Cinnamon,company,185000000000000    
3400,Stitch Fix,company,103000000000000    
3401,Prime Minister's Office of Japan,government,120000000000000    
3402,Luise Amtsberg,politician,1390000000000000    
3403,Anthony Carbines MP,politician,394000000000000    
3404,Ohio Department of Health,government,178000000000    
3405,Welch's,company,115000000000000    
3406,Chris Stephens MP Glasgow South West,politician,845000000000000    
3407,Peace Corps The Gambia,government,1430000000000000    
3408,Ídolos,tvshow,139000000000    
3409,Arrondissement de Côte-des-Neiges—Notre-Dame-de-Grâce,government,116000000000000    
3410,Mali Giganci TVN,tvshow,305000000000000    
3411,Yapı Kredi İnsan Kaynakları,company,209000000000000    
3412,Jonathan Bartley,politician,263000000000000    
3413,Hans-Josef Bracht,politician,893000000000000    
3414,Angus Robertson - SNP Depute Leader,politician,339000000000000    
3415,Jean-Pierre Decool,politician,633000000000000    
3416,Nederlandse ambassade in Suriname,government,436000000000000    
3417,Egg Beaters,company,155000000000000    
3418,Doctor's Diary,tvshow,104000000000000    
3419,Reel Time (GMA News TV 11),tvshow,217000000000000    
3420,British Airways,company,76903425829    
3421,Joules,company,14576745227    
3422,Raúl Paz,politician,198000000000000    
3423,Kevin Rudd,politician,71784212268    
3424,Michael Kauch,politician,68189497138    
3425,Solvay Group,company,199000000000000    
3426,Meyer Habib,politician,432000000000000    
3427,Wong Shu Qi（黃書琪）,politician,411000000000000    
3428,Monster Energy Military,company,326000000000    
3429,Senator David Bushby,politician,7958857354    
3430,Disney Interactive Studios Italia,company,117000000000000    
3431,Rhun ap Iorwerth,politician,568000000000000    
3432,Lockheed Martin,company,82021918537    
3433,NSW SES YOUNG UNIT,government,220000000000000    
3434,Nils Schmid,politician,171000000000    
3435,ბილაინი - Beeline,company,162000000000000    
3436,adidas,company,183000000000    
3437,i3Fresh 愛上新鮮,company,121000000000000    
3438,DanoneCareers,company,197000000000    
3439,MediaMath,company,116000000000    
3440,"Marie Montpetit, députée de Crémazie",politician,274000000000000    
3441,Fotolia,company,152000000000    
3442,L'OCCITANE en Provence,company,192000000000000    
3443,Residence Inn by Marriott,company,131000000000000    
3444,Ambassade de France au Soudan / سفارة فرنسا بالسودان,government,183000000000000    
3445,Хишигдэмбэрэлийн Тэмүүжин,politician,117000000000000    
3446,Royal Naval Air Station Yeovilton,government,342000000000000    
3447,Fort Carson Army Community Service,government,287000000000    
3448,U.S. Department of State Trafficking in Persons Office,government,154000000000000    
3449,Suits,tvshow,121000000000000    
3450,GIORDANO,company,306000000000000    
3451,Ministère de la Culture,government,203000000000000    
3452,Michael Reul,politician,124000000000000    
3453,Uwe Lagosky,politician,713000000000000    
3454,Arnaldo Jordy,politician,1430000000000000    
3455,CHP – Humboldt,government,195000000000000    
3456,Fifty One East,company,175000000000    
3457,Ontario Social Services,government,151000000000000    
3458,Wolfgang Tiefensee,politician,1470000000000000    
3459,Norbert Morin,politician,1120000000000000    
3460,ASICS,company,23276038034    
3461,Totino's,company,320000000000    
3462,GSA Fleet Vehicle Sales,government,81533291837    
3463,Diyanet İşleri Başkanlığı,government,207000000000000    
3464,ATOMIC SKIING,company,133000000000000    
3465,Fabio De Masi,politician,210000000000000    
3466,Cidinho Santos,politician,346000000000000    
3467,Columbia Sportswear,company,334000000000    
3468,Société Générale & Vous,company,129000000000000    
3469,EU Science & Innovation,government,131000000000000    
3470,Johann Gudenus,politician,104000000000000    
3471,Gladys Berejiklian,politician,1670000000000000    
3472,South Australia,company,107000000000000    
3473,Penny Mordaunt MP,politician,52386867122    
3474,Renaper,government,424000000000000    
3475,Batman: The Animated Series,tvshow,188000000000000    
3476,USAID Kyrgyz Republic,government,210000000000000    
3477,Vlad Filat,politician,107000000000000    
3478,Specsavers Sverige,company,193000000000000    
3479,Consolato generale di Svizzera a Milano,government,1890000000000000    
3480,In Gefahr,tvshow,510000000000000    
3481,Rebecca Pow,politician,171000000000000    
3482,MAPFRE,company,206000000000000    
3483,Fotolia,company,195000000000    
3484,대한민국 산림청,government,182000000000000    
3485,Levissima,company,376000000000000    
3486,PUGET,company,93502384090    
3487,Reprezentanta Permanenta a Romaniei pe langa UE,government,1390000000000000    
3488,Fom Acessórios de Conforto e Bem-Estar,company,235000000000000    
3489,Tenente Lúcio,politician,742000000000000    
3490,Forno de Minas,company,209000000000000    
3491,U.S. General Services Administration Mid-Atlantic Region,government,230000000000000    
3492,German Embassy Asmara,government,925000000000000    
3493,City of Gold Coast,government,161000000000000    
3494,Mara Gabrilli,politician,215000000000000    
3495,Mornings with Maria,tvshow,1630000000000000    
3496,DAKINE,company,83671936709    
3497,Africa Regional Media Hub,government,564000000000000    
3498,Israel Police - משטרת ישראל,government,113000000000000    
3499,Department of Defense Education Activity (DoDEA),government,88096974848    
3500,Austin Public Health,government,527000000000000    
3501,Buitoni Italia,company,52883695621    
3502,U.S. Government Accountability Office (GAO),government,115000000000000    
3503,Night of Too Many Stars,tvshow,346000000000000    
3504,Polaris Industries,company,309000000000000    
3505,Téléfilm Canada,government,349000000000000    
3506,Powerade El Salvador,company,221000000000000    
3507,Michael Waddell's Bone Collector,tvshow,75540539408    
3508,Nora Berra,politician,186000000000    
3509,Ambassade de France en Irlande,government,1510000000000000    
3510,Vodafone it,company,149000000000    
3511,Patrick Sensburg,politician,542000000000000    
3512,Oikos Canada,company,410000000000000    
3513,Martin Dörmann,politician,124000000000000    
3514,Udenrigsministeriet Borgerservice,government,488000000000000    
3515,Heinz UK,company,126000000000000    
3516,Kindle España,company,137000000000000    
3517,Bruno Le Maire,politician,228000000000000    
3518,US National Weather Service Paducah Kentucky,government,141000000000000    
3519,JustFab,company,359000000000000    
3520,U.S. Embassy Tanzania,government,138000000000    
3521,Maryland State Police,government,151000000000000    
3522,Canal Livre,tvshow,553000000000000    
3523,Disney Store,company,270000000000000    
3524,Crocs,company,118000000000000    
3525,Linio,company,483000000000000    
3526,Victoria State Emergency Service,government,366000000000    
3527,Singapore Embassy in Tokyo,government,210000000000000    
3528,Volkswagen,company,132000000000000    
3529,Hannes Rockenbauch,politician,954000000000000    
3530,Sam D. Hamilton Noxubee National Wildlife Refuge,government,226000000000000    
3531,Annemie Turtelboom,politician,23567195147    
3532,Aquí la Tierra,tvshow,561000000000000    
3533,Canada and the world,government,809000000000000    
3534,Triumph,company,170000000000000    
3535,Katie Omstead,politician,601000000000000    
3536,La Relève,tvshow,1710000000000000    
3537,Deputado Júlio Campos,politician,434000000000000    
3538,Real Girl's Kitchen,company,288000000000000    
3539,Mephisto - Qatar,company,380000000000000    
3540,Canon Singapore,company,287000000000    
3541,Newfoundland & Labrador Tourism,company,11604338781    
3542,Marco Schmitz MdL,politician,499000000000000    
3543,U.S. Coast Guard Air Station Houston,government,273000000000    
3544,Sylvain Rochon,politician,800000000000000    
3545,Polizei Burgenland,government,1050000000000000    
3546,Fakty TVN,tvshow,181000000000000    
3547,L'imposteur,tvshow,1210000000000000    
3548,Gallatin County Emergency Management,government,189000000000000    
3549,Malta Communications Authority - MCA,company,159000000000000    
3550,ABB,company,250000000000000    
3551,SHARK Energy,company,108000000000000    
3552,Nitro Boats,company,105000000000000    
3553,Armed Forces Day,government,50261010565    
3554,U.S. Public Health Service Pharmacists,government,106000000000000    
3555,T.C. Kanberra Büyükelçiliği / Turkish Embassy in Canberra,government,157000000000000    
3556,QFC,company,263000000000000    
3557,傳奇星娛樂 ALS,company,215000000000    
3558,US National Weather Service Seattle Washington,government,122000000000000    
3559,Liza Harvey MLA,politician,173000000000000    
3560,Davor Ivo Stier,politician,587000000000000    
3561,Embassy of Canada to Uruguay,government,1540000000000000    
3562,QVC UK,company,113000000000    
3563,Manuel Valls,politician,169000000000000    
3564,Senator Kevin Parker,politician,24988756132    
3565,Progressive Outdoors,company,110000000000    
3566,MCM,company,167000000000    
3567,Embassy of Denmark in Hungary,government,162000000000000    
3568,The Vietnam War PBS,tvshow,607000000000000    
3569,Los Miserables,tvshow,752000000000000    
3570,Liberte USA,company,199000000000000    
3571,Jakten på kjærligheten,tvshow,144000000000    
3572,下課花路米,tvshow,191000000000    
3573,BP,company,345000000000000    
3574,Czech Airlines,company,175000000000000    
3575,Eduardo Accastello,politician,81460078787    
3576,Fairly Legal,tvshow,124000000000000    
3577,One Magnificent Morning,tvshow,1440000000000000    
3578,Fiat Chrysler Automobiles,company,105000000000    
3579,Travel Associates,company,196000000000000    
3580,Neil Carmichael,politician,223000000000000    
3581,Torres en la cocina,tvshow,425000000000000    
3582,Turkish Airlines,company,106000000000000    
3583,Oscar Almaraz Smer,politician,114000000000000    
3584,Adapting the Army,government,115000000000000    
3585,KFC,company,46882171097    
3586,John Lewis,company,145000000000000    
3587,Nike+ Run Club,company,136000000000000    
3588,Central Texas VA Health Care System,government,109000000000000    
3589,Seinfeld,tvshow,9023924452    
3590,NSA - National Security Agency,government,38534064357    
3591,AutoZone,company,163000000000000    
3592,F-Secure,company,153000000000000    
3593,Miracle Whip,company,80325912810    
3594,60 secondes chrono,tvshow,131000000000000    
3595,Rep. Debra Heffernan,politician,128000000000000    
3596,Jornal da TV Vitória - ES,tvshow,225000000000000    
3597,Abarth,company,401000000000000    
3598,Teo Ho Pin,politician,122000000000000    
3599,"Field Artillery Squadron, 3d CR",government,288000000000000    
3600,Vernon Pérez Rubio Artee,politician,436000000000000    
3601,Christoph Bernstiel,politician,234000000000000    
3602,Gary Johnson,politician,165000000000    
3603,Dan Ştefan Motreanu,politician,668000000000000    
3604,Bayer,company,282000000000000    
3605,Cuna Más,government,748000000000000    
3606,Ministério da Saúde,government,175000000000000    
3607,Fijian Government,government,208000000000000    
3608,Ulkoministeriö - utrikesministeriet,government,147000000000000    
3609,Mtra. Hersilia Córdova Morán,politician,1500000000000000    
3610,Mai Mercado,politician,397000000000000    
3611,Sarney Filho,politician,250000000000000    
3612,ABB,company,159000000000000    
3613,Judith Collins,politician,559000000000000    
3614,30 minuts,tvshow,125000000000    
3615,Secretaria da Habitação do Estado de São Paulo,government,316000000000000    
3616,Gossip Girl,tvshow,8811587900    
3617,איל בן ראובן,politician,344000000000000    
3618,Ambasada Romaniei in Turcia (Embassy of Romania to Turkey),government,300000000000000    
3619,Turkish Consulate General in Mumbai / T.C. Mumbai Başkonsolosluğu,government,414000000000000    
3620,Viva Air Perú,company,961000000000000    
3621,Naturalizer Puerto Rico,company,258000000000000    
3622,Jean-Luc Bleunven,politician,208000000000000    
3623,Abenteuer Leben,tvshow,125000000000000    
3624,Kathalijne Buitenweg,politician,207000000000000    
3625,"Embassy of the Kingdom of the Netherlands in Muscat, Oman",government,182000000000000    
3626,NESCAFÉ Dolce Gusto Uruguay,company,166000000000000    
3627,"Tähdet, tähdet",tvshow,629000000000000    
3628,America's PrepareAthon,government,1360000000000000    
3629,Alaska Airlines,company,28488837485    
3630,NOAA NWS Storm Prediction Center,government,248000000000000    
3631,Hollywood Music in Media Awards,company,114000000000    
3632,Nike+ Run Club,company,138000000000000    
3633,Ben Wallace for Wyre and Preston North,politician,667000000000000    
3634,Orange,company,101000000000000    
3635,Rogerio Castro Vázquez,politician,1390000000000000    
3636,Administración Nacional de Electricidad (ANDE) - Paraguay,government,194000000000000    
3637,Ivincentincanada,government,325000000000000    
3638,Benjamin Grimm,politician,212000000000000    
3639,Dick Clark's New Year's Rockin' Eve,tvshow,110000000000    
3640,En Famille,tvshow,219000000000000    
3641,"Empresa de Servicios Sanitarios del Paraguay, ESSAP S.A.",government,360000000000000    
3642,National Crime Agency,government,1380000000000000    
3643,Cheez-It,company,134000000000    
3644,The Great Day Out,tvshow,104000000000000    
3645,Air Malta,company,126000000000000    
3646,III Corps and Fort Hood Broadcast Operations,government,1450000000000000    
3647,Capital,tvshow,131000000000000    
3648,Mark Parnell MLC,politician,22940690845    
3649,Australian Government Department of Foreign Affairs and Trade,government,1660000000000000    
3650,U.S. Embassy Libya,government,237000000000000    
3651,Sila,tvshow,937000000000000    
3652,Velvet,tvshow,366000000000000    
3653,"Thüringer Ministerium für Umwelt, Energie und Naturschutz",government,1590000000000000    
3654,Azul Brazilian Airlines,company,712000000000000    
3655,Outshine Snacks,company,161000000000000    
3656,"Chief Electoral Officer, Assam",government,929000000000000    
3657,Cory Gardner,politician,257000000000000    
3658,Nuts.com,company,91445209530    
3659,646th Regional Support Group,government,484000000000000    
3660,Trauma - Page officielle,tvshow,222000000000    
3661,"Energi-, Forsynings- og Klimaministeriet",government,1470000000000000    
3662,449TH Theater Aviation Brigade,government,554000000000000    
3663,The Universe,tvshow,46792124872    
3664,The Ocean Cleanup,company,478000000000000    
3665,Tri-County Health Department,government,662000000000000    
3666,Unilever Food Solutions México,company,132000000000000    
3667,"Athens-Clarke County, GA Unified Government",government,111000000000    
3668,Ministerie van Infrastructuur en Waterstaat,government,243000000000000    
3669,EU Delegation to Zimbabwe,government,190000000000000    
3670,Decathlon Kuwait,company,116000000000000    
3671,Swisscom Business,company,146000000000000    
3672,US Embassy Reykjavik Iceland,government,98008554575    
3673,Polk County Sheriff's Office,government,50386446817    
3674,Wiebke Esdar,politician,1430000000000000    
3675,Alnatura,company,109000000000    
3676,Tony Burke MP,politician,112000000000000    
3677,Israel en Perú,government,142000000000000    
3678,Ministère des Outre-Mer,government,134000000000000    
3679,U.S. Special Operations Command Europe,government,61554633195    
3680,Andreas Otto,politician,440000000000000    
3681,Al forno Middle East,company,367000000000000    
3682,Derek Mackay MSP,politician,808000000000000    
3683,Real Housewives of Orange County,tvshow,39994206710    
3684,Bloomberg Careers,company,175000000000000    
3685,Delegado Eder Mauro,politician,389000000000000    
3686,Rezet Sneaker Store,company,159000000000000    
3687,Duitse Ambassade Den Haag / Deutsche Botschaft Den Haag,government,183000000000000    
3688,Osztrák Kulturális Fórum - Österreichisches Kulturforum Budapest,government,146000000000000    
3689,Serenella Fucksia,politician,401000000000000    
3690,Fox Racing,company,174000000000    
3691,NOAA Science On a Sphere,government,253000000000    
3692,MTN CONGO,company,102000000000000    
3693,Embassy of the Argentine Republic to Kenya / Embajada Argentina en Kenia,government,1480000000000000    
3694,Buenos Aires Playa,government,129000000000000    
3695,Alabama Historical Commission,government,183000000000000    
3696,Nike+ Run Club,company,151000000000000    
3697,Benoist APPARU,politician,57275787810    
3698,The Chris Gethard Show,tvshow,245000000000000    
3699,Clarks Shoes,company,197000000000000    
3700,"India in Sri Lanka - AHCI, Kandy",government,1500000000000000    
3701,RTL Nachtjournal,tvshow,284000000000000    
3702,Squawk Box,tvshow,515000000000000    
3703,French Connection,company,36004768305    
3704,CA Technologies,company,133000000000000    
3705,Ministère de l'intérieur,government,103000000000    
3706,Brevard County Emergency Management,government,128000000000000    
3707,USAID Macedonia,government,110000000000000    
3708,Wright Brand Bacon,company,193000000000    
3709,700 Club Interactive,tvshow,146000000000    
3710,Crocs,company,146000000000    
3711,Bronwyn Halfpenny MP,politician,679000000000000    
3712,Phyathai Hospital,company,256000000000000    
3713,NSW SES St Georges Basin Unit,government,1490000000000000    
3714,Whittaker's Chocolate Lovers,company,116000000000000    
3715,Erik Lauritzen,politician,217000000000000    
3716,Viajando con Chester,tvshow,258000000000000    
3717,Celso Maldaner,politician,189000000000000    
3718,林岱樺,politician,140000000000000    
3719,Party Down South,tvshow,638000000000000    
3720,Arrested Development,tvshow,214000000000000    
3721,BLACKSTONE,tvshow,188000000000    
3722,Neven Mimica,politician,710000000000000    
3723,Crazy Flakers de Cuétara,company,155000000000000    
3724,Zeca Viana,politician,211000000000000    
3725,Tang Arabia,company,186000000000000    
3726,City of Sydney,government,36002998891    
3727,Christian Fühner,politician,295000000000000    
3728,Carlos Sampaio,politician,157000000000000    
3729,Secretaría de Marina,government,212000000000000    
3730,Alun Cairns,politician,256000000000    
3731,Guvernul României,government,305000000000000    
3732,Ben Carroll MP,politician,555000000000000    
3733,Georgia Department of Veterans Service,government,116000000000000    
3734,Sean Duffy,politician,100000000000    
3735,Department of Homeland Security,government,180000000000000    
3736,Citibank India,company,189000000000    
3737,Hawaii Department of Transportation,government,212000000000000    
3738,Ana Lilia Herrera Anzaldo,politician,285000000000000    
3739,Cauê Macris,politician,242000000000000    
3740,Israeli Navy זרוע הים,government,180000000000000    
3741,Volker Wissing,politician,1570000000000000    
3742,Isabelle Melançon,politician,1700000000000000    
3743,Preservation Programs at the U.S. National Archives,government,133000000000000    
3744,Travel Oregon,company,222000000000000    
3745,Take Meds Seriously,government,863000000000000    
3746,Bravofly,company,112000000000    
3747,Keris Strike,government,641000000000000    
3748,Hayri İnönü,politician,1460000000000000    
3749,Luca Pastorino,politician,328000000000000    
3750,Buitoni CZ / SK,company,471000000000000    
3751,easyJet,company,129000000000    
3752,Arturo Duarte,politician,266000000000000    
3753,Alden's Ice Cream,company,52428614343    
3754,Iceland Foods,company,275000000000    
3755,Alan García,politician,38660025049    
3756,Vlasic Pickles,company,117000000000000    
3757,California National Guard,government,127000000000    
3758,The Voice Kids - VTM,tvshow,503000000000000    
3759,Pushing Daisies,tvshow,170000000000000    
3760,En Portada,tvshow,107000000000000    
3761,Jochen Ott,politician,259000000000000    
3762,Stephen Ruebsam,politician,1500000000000000    
3763,NOAA Fisheries Service (NMFS) SCUTES Program,government,336000000000000    
3764,U.S. Consulate General Surabaya,government,162000000000    
3765,Gürsel Tekin,politician,189000000000000    
3766,Faites-moi confiance,tvshow,380000000000000    
3767,Johanna Uekermann,politician,1770000000000000    
3768,Cindy McLeish MP,politician,278000000000000    
3769,"Pierre Nantel, Député de Longueuil―Saint-Hubert",politician,136000000000000    
3770,Weber Quartzolit,company,141000000000000    
3771,The Ministry of Disaster Management and Refugee Affairs - Rwanda,government,302000000000000    
3772,Bell Canada,company,202000000000000    
3773,Ambassade du Canada au Portugal,government,771000000000000    
3774,Rectify,tvshow,406000000000000    
3775,Danny Pearson MP for Essendon,politician,1460000000000000    
3776,CocinerosMXTV,tvshow,1710000000000000    
3777,Gary Schellenberger,politician,7862627114    
3778,U.S. Consulate General Hamburg,government,105000000000000    
3779,National DNA Day,government,47309007669    
3780,Phil Goff,politician,118000000000000    
3781,Osinfor,government,220000000000000    
3782,Nike+ Run Club,company,193000000000000    
3783,Rede Nacional do Esporte,government,106000000000000    
3784,Clovis Fire Department,government,491000000000000    
3785,Steph Ryan for Euroa,politician,417000000000000    
3786,Dell,company,122000000000    
3787,Austin Code Department,government,261000000000000    
3788,Nutella,company,78933666629    
3789,KRAFT Peanut Butter,company,115000000000000    
3790,Punk'd,tvshow,241000000000000    
3791,Rainer Spiering,politician,181000000000000    
3792,Earthbound Farm,company,175000000000    
3793,City and County of San Francisco - Government,government,48411192144    
3794,Born to Be Wild,tvshow,334000000000000    
3795,Salesforce,company,102000000000000    
3796,Air Tahiti Nui,company,604000000000000    
3797,United States Institute of Peace,government,75608370019    
3798,NIH Office of Dietary Supplements (ODS),government,321000000000000    
3799,Power Lunch,tvshow,587000000000000    
3800,Breyers,company,317000000000    
3801,Klaus Maier,politician,1510000000000000    
3802,David Penchyna,politician,141000000000000    
3803,Jackson Police Department,government,343000000000000    
3804,Camau Espínola,politician,182000000000000    
3805,U.S. Army Women's Museum,government,198000000000000    
3806,明潮 M'INT,company,261000000000000    
3807,Margarita Stolbizer,politician,66774510472    
3808,Vintage Español,company,146000000000000    
3809,U.S. Mission to the African Union,government,93218692247    
3810,The Voice UK,tvshow,1000000000000000    
3811,Scott Pruitt,politician,366000000000    
3812,Goa Tourism Department,government,403000000000000    
3813,Senator Jacinta Collins,politician,1590000000000000    
3814,US National Weather Service Tucson Arizona,government,125000000000000    
3815,Government of Saskatchewan,government,465000000000000    
3816,Richard Merlini Député de La Prairie,politician,1400000000000000    
3817,Matteo Orfini,politician,253000000000000    
3818,Simon Nowack,politician,209000000000000    
3819,Carlos Ocariz,politician,11449543593    
3820,Jarlsberg,company,154000000000000    
3821,NYS Department of Agriculture and Markets,government,302000000000000    
3822,T.I. & Tiny: The Family Hustle,tvshow,268000000000000    
3823,Helga Lerch,politician,1140000000000000    
3824,Pedro Mota Soares,politician,129000000000    
3825,HARIBO Chamallows,company,267000000000000    
3826,L'OCCITANE en Provence,company,144000000000    
3827,Nestle NIDO USA,company,788000000000000    
3828,Ambassade de France en Haïti,government,227000000000000    
3829,Republic of Turkey Ministry of Foreign Affairs,government,290000000000000    
3830,Port of Tacoma,company,134000000000    
3831,Bangkok Airways,company,163000000000000    
3832,"New Zealand Embassy - Berlin, Germany",government,768000000000000    
3833,Roderich Kiesewetter,politician,652000000000000    
3834,Tony Issa- Liberal for Granville,politician,187000000000000    
3835,"Ministerio de Modernización, Innovación y Tecnología de Buenos Aires",government,949000000000000    
3836,Netflix,company,685000000000000    
3837,Paulo Feijó,politician,235000000000000    
3838,Stephen Jones MP,politician,325000000000    
3839,"Tulsa District, U.S. Army Corps of Engineers",government,113000000000000    
3840,Juste pour rire en direct,tvshow,1450000000000000    
3841,NestleContigo,company,140000000000000    
3842,uShip,company,7385288085    
3843,Embassy of Switzerland in Japan  　在日スイス大使館,government,318000000000000    
3844,thyssenkrupp Career,company,207000000000000    
3845,USAID South Sudan,government,214000000000000    
3846,McDonald’s El Salvador,company,125000000000000    
3847,JustFab,company,859000000000000    
3848,Goldstone Deep Space Communications Complex,government,254000000000000    
3849,Revlon Brasil,company,323000000000000    
3850,Britt Bager,politician,460000000000000    
3851,Teisseire,company,1410000000000000    
3852,WIGS,tvshow,184000000000000    
3853,Frank Jensen,politician,66224663563    
3854,Spice VAS Africa Pte Ltd,company,460000000000000    
3855,Viacom18,company,822000000000000    
3856,Wolfgang Aldag,politician,278000000000000    
3857,Chantal Jouanno,politician,300000000000    
3858,hummel,company,109000000000000    
3859,NYPD 90th Precinct,government,286000000000000    
3860,컴투스 (Com2uS),company,102000000000000    
3861,Elisa Lilita Carrió,politician,70666562597    
3862,Shark Tank,tvshow,166000000000000    
3863,Joanna Fabisiak,politician,212000000000000    
3864,Institute of Museum and Library Services,government,109000000000000    
3865,USAID Nepal,government,122000000000000    
3866,Comptroller of Maryland,government,133000000000000    
3867,Washington Department of Ecology,government,125000000000000    
3868,Omar Alghabra,politician,18724432959    
3869,Karen Jespersen,politician,600000000000000    
3870,Alan Tudge MP,politician,410000000000000    
3871,Nutella,company,494000000000000    
3872,Ponyhof - Die Show,tvshow,914000000000000    
3873,Uncommon Sense Live,tvshow,494000000000000    
3874,Cássio Cunha Lima,politician,261000000000000    
3875,"Signed, Sealed, Delivered",tvshow,637000000000000    
3876,Senator Scott Jensen,politician,1490000000000000    
3877,LightInTheBox,company,379000000000000    
3878,Wilhelm Priesmeier,politician,165000000000000    
3879,Les jeunes loups,tvshow,528000000000000    
